year,id,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,649,48,4,4,High School,White,Female,Middle Atlantic,21,Protestant,Married,High School,High School,Not Str Republican,6,Pretty Happy,1 Partner,NA,Leo,2,0.956993511490439,Gt $75000,Age 45-55,Age 34-49,4,4+,Protestant,Northeast,1,0
2016,650,34,1,1,Bachelor,Other,Female,Middle Atlantic,26,Protestant,Married,Bachelor,High School,"Ind,near Rep",2,Pretty Happy,1 Partner,Legal,Leo,NA,0.956993511490439,Gt $170000,Age 18-35,Age 18-34,1,1,Protestant,Northeast,1,NA
2016,651,44,2,6,Junior College,Black,Female,Middle Atlantic,NA,Protestant,Married,NA,Junior College,Independent,NA,Very Happy,NA,NA,Leo,NA,0.4784967557452195,NA,Age 35-45,Age 34-49,6+,2,Protestant,Northeast,NA,NA
2016,652,33,0,1,Bachelor,White,Male,Middle Atlantic,7,None,Never Married,Graduate,High School,Independent,NA,Pretty Happy,NA,NA,Cancer,3,0.7821816814876192,Gt $0,Age 18-35,Age 18-34,1,0,None,Northeast,NA,0
2016,653,31,0,1,High School,White,Female,Middle Atlantic,NA,None,Never Married,Junior College,Bachelor,"Ind,near Dem",2,Not Too Happy,NA,NA,Virgo,NA,1.5643633629752385,NA,Age 18-35,Age 18-34,1,0,None,Northeast,NA,NA
2016,654,30,0,0,Graduate,White,Female,Middle Atlantic,19,Protestant,Never Married,Bachelor,Graduate,"Ind,near Rep",5,Pretty Happy,3 Partners,Legal,Libra,1,0.4784967557452195,Gt $50000,Age 18-35,Age 18-34,0,0,Protestant,Northeast,3,1
2016,655,77,3,12,Lt High School,Black,Female,Middle Atlantic,9,Other,Divorced,NA,Lt High School,Strong Democrat,6,Very Happy,NA,Not Legal,Aquarius,1,0.4784967557452195,Gt $10000,Age 65+,Age 62+,6+,3,Other,Northeast,NA,1
2016,656,78,0,7,High School,Other,Female,Middle Atlantic,10,Other,Widowed,NA,Lt High School,Independent,4,Pretty Happy,NA,NA,Taurus,1,0.7821816814876192,Gt $10000,Age 65+,Age 62+,6+,0,Other,Northeast,NA,1
2016,657,47,0,2,High School,Black,Male,Middle Atlantic,8,None,Never Married,NA,High School,Not Str Democrat,4,Pretty Happy,1 Partner,Legal,Capricorn,1,0.4784967557452195,Gt $0,Age 45-55,Age 34-49,2,0,None,Northeast,1,1
2016,658,58,3,5,High School,Black,Male,Middle Atlantic,9,Protestant,Never Married,NA,High School,Strong Republican,4,Very Happy,1 Partner,Not Legal,Aquarius,NA,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,5,3,Protestant,Northeast,1,NA
2016,659,52,3,2,High School,Black,Male,Middle Atlantic,14,Jewish,Married,Lt High School,High School,Other Party,6,Pretty Happy,1 Partner,Legal,Gemini,1,3.910908407438096,Gt $20000,Age 45-55,Age 49-62,2,3,Jewish,Northeast,1,1
2016,660,49,3,5,Bachelor,Black,Female,Middle Atlantic,22,Protestant,Separated,NA,Bachelor,Strong Democrat,6,Very Happy,NA,NA,Libra,1,0.956993511490439,Gt $90000,Age 45-55,Age 34-49,5,3,Protestant,Northeast,NA,1
2016,661,83,6,9,High School,Black,Female,Middle Atlantic,NA,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,4,Pretty Happy,NA,Not Legal,Sagittarius,1,0.4784967557452195,NA,Age 65+,Age 62+,6+,4+,Protestant,Northeast,NA,1
2016,662,23,0,1,High School,White,Male,Middle Atlantic,3,None,Never Married,High School,Bachelor,"Ind,near Dem",2,Not Too Happy,No Partners,Legal,Aquarius,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,1,0,None,Northeast,0,NA
2016,663,36,0,2,Graduate,White,Female,Middle Atlantic,20,Buddhism,Never Married,Junior College,High School,"Ind,near Dem",4,Very Happy,3 Partners,Not Legal,Aquarius,NA,0.4784967557452195,Gt $60000,Age 35-45,Age 34-49,2,0,Other,Northeast,3,NA
2016,664,79,1,8,Bachelor,White,Female,Middle Atlantic,15,Catholic,Married,Lt High School,Lt High School,Not Str Democrat,2,Pretty Happy,No Partners,Not Legal,Aries,1,0.956993511490439,Gt $25000,Age 65+,Age 62+,6+,1,Catholic,Northeast,0,1
2016,665,61,3,2,High School,White,Female,Middle Atlantic,23,Christian,Married,High School,Lt High School,Not Str Republican,6,Very Happy,NA,NA,Sagittarius,2,0.956993511490439,Gt $110000,Age 55-65,Age 49-62,2,3,Other,Northeast,NA,0
2016,666,40,2,1,High School,White,Male,Middle Atlantic,20,None,Married,High School,High School,Not Str Republican,5,Very Happy,1 Partner,Legal,Gemini,NA,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,1,2,None,Northeast,1,NA
2016,667,27,2,7,High School,White,Female,Middle Atlantic,20,Catholic,Never Married,High School,High School,Independent,6,Pretty Happy,1 Partner,Legal,Scorpio,NA,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,6+,2,Catholic,Northeast,1,NA
2016,668,57,1,0,High School,White,Female,Middle Atlantic,19,Catholic,Married,NA,Lt High School,Strong Democrat,1,Pretty Happy,NA,NA,Scorpio,1,0.956993511490439,Gt $50000,Age 55-65,Age 49-62,0,1,Catholic,Northeast,NA,1
2016,669,27,0,0,High School,Black,Male,Middle Atlantic,16,Protestant,Never Married,High School,High School,Not Str Democrat,3,Not Too Happy,1 Partner,Legal,Cancer,1,0.4784967557452195,Gt $30000,Age 18-35,Age 18-34,0,0,Protestant,Northeast,1,1
2016,670,66,3,3,Junior College,White,Female,Middle Atlantic,12,Inter-Nondenominational,Divorced,Bachelor,High School,"Ind,near Dem",3,Pretty Happy,No Partners,NA,Virgo,NA,0.4784967557452195,Gt $15000,Age 65+,Age 62+,3,3,Other,Northeast,0,NA
2016,671,74,4,8,High School,Black,Female,Middle Atlantic,10,Protestant,Married,Lt High School,High School,Strong Democrat,4,Pretty Happy,NA,NA,Leo,1,0.956993511490439,Gt $10000,Age 65+,Age 62+,6+,4+,Protestant,Northeast,NA,1
2016,672,57,3,4,High School,White,Female,Middle Atlantic,18,None,Divorced,High School,High School,Independent,4,Very Happy,NA,NA,Aries,1,0.7821816814876192,Gt $40000,Age 55-65,Age 49-62,4,3,None,Northeast,NA,1
2016,673,27,1,1,High School,White,Female,Middle Atlantic,16,Jewish,Never Married,NA,Graduate,Strong Democrat,3,Pretty Happy,4 Partners,Legal,Cancer,NA,0.956993511490439,Gt $30000,Age 18-35,Age 18-34,1,1,Jewish,Northeast,4+,NA
2016,674,28,2,1,High School,Other,Female,Middle Atlantic,15,Protestant,Married,High School,High School,Independent,4,Pretty Happy,1 Partner,NA,Aquarius,NA,0.956993511490439,Gt $25000,Age 18-35,Age 18-34,1,2,Protestant,Northeast,1,NA
2016,675,33,1,4,High School,Other,Female,Middle Atlantic,17,Catholic,Never Married,NA,Lt High School,"Ind,near Dem",5,Pretty Happy,NA,NA,Scorpio,1,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,4,1,Catholic,Northeast,NA,1
2016,676,39,1,1,Graduate,Other,Male,Middle Atlantic,24,Hinduism,Married,NA,High School,Not Str Democrat,4,Very Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,Gt $130000,Age 35-45,Age 34-49,1,1,Other,Northeast,1,NA
2016,677,27,0,2,Bachelor,White,Male,Middle Atlantic,14,None,Never Married,High School,Bachelor,"Ind,near Dem",3,Pretty Happy,1 Partner,Legal,Cancer,3,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,2,0,None,Northeast,1,0
2016,678,34,0,1,Graduate,Other,Male,Middle Atlantic,5,Hinduism,Never Married,Bachelor,High School,Independent,4,Pretty Happy,NA,NA,Pisces,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,1,0,Other,Northeast,NA,NA
2016,679,28,3,4,High School,White,Male,Middle Atlantic,21,Catholic,Never Married,NA,High School,"Ind,near Rep",5,Pretty Happy,3 Partners,NA,Sagittarius,2,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,4,3,Catholic,Northeast,3,0
2016,680,50,0,4,Bachelor,Black,Male,Middle Atlantic,20,None,Never Married,NA,Junior College,"Ind,near Dem",4,Pretty Happy,3 Partners,Legal,Pisces,1,0.4784967557452195,Gt $60000,Age 45-55,Age 49-62,4,0,None,Northeast,3,1
2016,681,30,4,4,High School,Black,Male,Middle Atlantic,21,Protestant,Married,High School,Graduate,Not Str Democrat,3,Very Happy,1 Partner,Not Legal,Taurus,NA,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,4,4+,Protestant,Northeast,1,NA
2016,682,68,1,2,High School,White,Female,Middle Atlantic,17,Protestant,Divorced,Lt High School,Lt High School,Not Str Republican,6,Pretty Happy,1 Partner,Legal,Leo,NA,1.4354902672356584,Gt $35000,Age 65+,Age 62+,2,1,Protestant,Northeast,1,NA
2016,683,70,2,4,Lt High School,White,Female,Middle Atlantic,NA,Catholic,Married,Lt High School,Lt High School,Not Str Democrat,5,Very Happy,1 Partner,Not Legal,Taurus,NA,0.956993511490439,NA,Age 65+,Age 62+,4,2,Catholic,Northeast,1,NA
2016,684,55,3,11,High School,Black,Male,W. Sou. Central,8,Protestant,Divorced,Lt High School,Lt High School,Strong Democrat,2,Not Too Happy,NA,NA,Cancer,1,0.956993511490439,Gt $0,Age 45-55,Age 49-62,6+,3,Protestant,South,NA,1
2016,685,59,3,4,High School,Black,Male,W. Sou. Central,23,Protestant,Divorced,High School,High School,Strong Democrat,4,Not Too Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $110000,Age 55-65,Age 49-62,4,3,Protestant,South,NA,NA
2016,686,60,3,7,High School,Black,Female,W. Sou. Central,16,Protestant,Separated,NA,Lt High School,Strong Democrat,4,Not Too Happy,No Partners,Legal,Virgo,1,0.956993511490439,Gt $30000,Age 55-65,Age 49-62,6+,3,Protestant,South,0,1
2016,687,19,0,5,High School,Black,Female,W. Sou. Central,18,Protestant,Never Married,NA,Bachelor,Independent,6,Very Happy,1 Partner,Not Legal,Cancer,NA,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,5,0,Protestant,South,1,NA
2016,688,19,0,6,Lt High School,Other,Male,W. Sou. Central,19,Catholic,Never Married,NA,Lt High School,Other Party,6,Very Happy,NA,NA,Virgo,NA,2.3924837787260973,Gt $50000,Age 18-35,Age 18-34,6+,0,Catholic,South,NA,NA
2016,689,48,0,6,High School,Black,Female,W. Sou. Central,18,Protestant,Married,Lt High School,Lt High School,Independent,NA,Not Too Happy,NA,NA,Libra,1,1.4354902672356584,Gt $40000,Age 45-55,Age 34-49,6+,0,Protestant,South,NA,1
2016,690,27,0,8,High School,Black,Male,W. Sou. Central,19,Protestant,Married,NA,High School,Not Str Democrat,2,Pretty Happy,NA,Legal,Cancer,1,1.4354902672356584,Gt $50000,Age 18-35,Age 18-34,6+,0,Protestant,South,NA,1
2016,691,33,3,8,High School,White,Female,W. Sou. Central,19,None,Married,Lt High School,Lt High School,"Ind,near Dem",6,Pretty Happy,NA,NA,Virgo,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,6+,3,None,South,NA,NA
2016,692,79,4,10,Lt High School,Black,Male,W. Sou. Central,11,Protestant,Widowed,Lt High School,Lt High School,Not Str Republican,1,Pretty Happy,NA,Not Legal,Scorpio,NA,0.956993511490439,Gt $15000,Age 65+,Age 62+,6+,4+,Protestant,South,NA,NA
2016,693,56,3,4,Lt High School,Black,Male,W. Sou. Central,14,Protestant,Separated,NA,Junior College,Independent,4,Very Happy,NA,NA,Virgo,NA,1.4354902672356584,Gt $20000,Age 55-65,Age 49-62,4,3,Protestant,South,NA,NA
2016,694,53,3,7,Lt High School,White,Male,W. Sou. Central,15,Catholic,Married,Lt High School,Lt High School,Independent,4,Not Too Happy,NA,NA,Capricorn,NA,1.4354902672356584,Gt $25000,Age 45-55,Age 49-62,6+,3,Catholic,South,NA,NA
2016,695,32,5,8,High School,Other,Male,W. Sou. Central,6,Protestant,Never Married,High School,High School,Other Party,1,Pretty Happy,NA,Legal,Scorpio,NA,1.4354902672356584,Gt $0,Age 18-35,Age 18-34,6+,4+,Protestant,South,NA,NA
2016,696,21,0,2,High School,Black,Male,W. Sou. Central,14,Catholic,Never Married,High School,High School,Not Str Democrat,2,Pretty Happy,1 Partner,Legal,Aquarius,NA,2.3924837787260973,Gt $20000,Age 18-35,Age 18-34,2,0,Catholic,South,1,NA
2016,697,42,3,10,Lt High School,White,Male,W. Sou. Central,22,Catholic,Married,Lt High School,Lt High School,Strong Democrat,5,Pretty Happy,1 Partner,Not Legal,Pisces,NA,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,6+,3,Catholic,South,1,NA
2016,698,28,0,0,High School,Black,Female,W. Sou. Central,11,NA,Never Married,NA,High School,Strong Democrat,4,Not Too Happy,No Partners,Legal,NA,NA,0.4784967557452195,Gt $15000,Age 18-35,Age 18-34,0,0,NA,South,0,NA
2016,699,22,1,7,Lt High School,White,Female,W. Sou. Central,13,Catholic,Separated,Lt High School,Lt High School,Independent,NA,Not Too Happy,NA,NA,Aries,NA,1.4354902672356584,Gt $20000,Age 18-35,Age 18-34,6+,1,Catholic,South,NA,NA
2016,700,40,2,2,High School,Other,Male,W. Sou. Central,20,Catholic,Married,High School,Lt High School,"Ind,near Rep",5,Pretty Happy,1 Partner,Legal,Virgo,5,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,2,2,Catholic,South,1,0
2016,701,44,1,1,Lt High School,White,Male,W. Sou. Central,21,None,Never Married,Bachelor,High School,Independent,4,Not Too Happy,3 Partners,Legal,Aquarius,NA,0.956993511490439,Gt $75000,Age 35-45,Age 34-49,1,1,None,South,3,NA
2016,702,22,0,3,Junior College,White,Male,W. Sou. Central,21,Catholic,Never Married,Junior College,High School,Strong Democrat,4,Very Happy,NA,NA,Cancer,NA,3.128726725950477,Gt $75000,Age 18-35,Age 18-34,3,0,Catholic,South,NA,NA
2016,703,35,0,1,Graduate,Other,Female,W. Sou. Central,4,None,Married,Bachelor,Lt High School,"Ind,near Dem",4,Pretty Happy,NA,NA,Libra,NA,0.956993511490439,Gt $0,Age 18-35,Age 34-49,1,0,None,South,NA,NA
2016,704,64,2,7,High School,White,Female,W. Sou. Central,21,Protestant,Married,Lt High School,NA,Not Str Republican,4,Pretty Happy,NA,NA,Leo,2,0.956993511490439,Gt $75000,Age 55-65,Age 62+,6+,2,Protestant,South,NA,0
2016,705,40,3,0,Bachelor,Black,Female,W. Sou. Central,19,Protestant,Divorced,Bachelor,Graduate,Strong Republican,5,Pretty Happy,3 Partners,Not Legal,Capricorn,2,0.4784967557452195,Gt $50000,Age 35-45,Age 34-49,0,3,Protestant,South,3,0
2016,706,36,2,5,Bachelor,Black,Female,W. Sou. Central,15,Protestant,Divorced,Graduate,Bachelor,"Ind,near Dem",5,Pretty Happy,1 Partner,Legal,Cancer,2,0.4784967557452195,Gt $25000,Age 35-45,Age 34-49,5,2,Protestant,South,1,0
2016,707,51,2,4,Lt High School,White,Female,W. Sou. Central,16,Catholic,Married,Lt High School,Lt High School,Not Str Democrat,5,Very Happy,1 Partner,Not Legal,Pisces,NA,0.956993511490439,Gt $30000,Age 45-55,Age 49-62,4,2,Catholic,South,1,NA
2016,708,54,3,9,Lt High School,White,Male,W. Sou. Central,19,None,Married,Lt High School,Lt High School,Not Str Democrat,4,Not Too Happy,1 Partner,NA,Scorpio,2,0.956993511490439,Gt $50000,Age 45-55,Age 49-62,6+,3,None,South,1,0
2016,709,36,3,4,High School,White,Male,W. Sou. Central,20,Catholic,Separated,NA,High School,Independent,4,Very Happy,NA,NA,Aries,2,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,4,3,Catholic,South,NA,0
2016,710,44,6,13,Lt High School,White,Female,W. Sou. Central,12,Catholic,Separated,Lt High School,Lt High School,Independent,NA,Not Too Happy,NA,Legal,Cancer,NA,3.128726725950477,Gt $15000,Age 35-45,Age 34-49,6+,4+,Catholic,South,NA,NA
2016,711,37,1,1,High School,Black,Male,W. Sou. Central,19,None,Married,NA,Bachelor,Independent,3,Pretty Happy,1 Partner,Not Legal,Sagittarius,NA,1.4354902672356584,Gt $50000,Age 35-45,Age 34-49,1,1,None,South,1,NA
2016,712,50,1,8,Bachelor,White,Female,W. Sou. Central,NA,Catholic,Divorced,NA,Lt High School,Independent,2,Not Too Happy,1 Partner,Not Legal,Sagittarius,NA,1.913987022980878,NA,Age 45-55,Age 49-62,6+,1,Catholic,South,1,NA
2016,713,25,0,0,Bachelor,Other,Female,W. Sou. Central,16,Catholic,Married,Bachelor,Graduate,Strong Democrat,2,Very Happy,NA,NA,Leo,NA,0.956993511490439,Gt $30000,Age 18-35,Age 18-34,0,0,Catholic,South,NA,NA
2016,714,44,3,11,Lt High School,Other,Male,W. Sou. Central,13,Protestant,Separated,Lt High School,Lt High School,Independent,NA,Very Happy,NA,Not Legal,Scorpio,NA,0.4784967557452195,Gt $20000,Age 35-45,Age 34-49,6+,3,Protestant,South,NA,NA
2016,715,22,1,3,High School,White,Female,W. Sou. Central,17,Protestant,Married,NA,Lt High School,Independent,2,Pretty Happy,NA,Legal,Aries,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,3,1,Protestant,South,NA,NA
2016,716,40,3,4,Lt High School,White,Female,W. Sou. Central,20,None,Separated,High School,Lt High School,Strong Democrat,7,Not Too Happy,NA,NA,Capricorn,NA,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,4,3,None,South,NA,NA
2016,717,28,3,3,High School,Other,Female,W. Sou. Central,14,Catholic,Married,High School,High School,Independent,1,Pretty Happy,1 Partner,Not Legal,Scorpio,NA,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,3,3,Catholic,South,1,NA
2016,718,40,3,8,High School,White,Female,W. Sou. Central,13,Catholic,Married,Bachelor,Lt High School,Strong Democrat,4,Pretty Happy,1 Partner,Not Legal,Taurus,NA,0.956993511490439,Gt $20000,Age 35-45,Age 34-49,6+,3,Catholic,South,1,NA
2016,719,59,0,2,High School,Other,Female,W. Sou. Central,19,Protestant,Married,NA,Lt High School,Not Str Democrat,4,Pretty Happy,NA,NA,Virgo,1,0.956993511490439,Gt $50000,Age 55-65,Age 49-62,2,0,Protestant,South,NA,1
2016,720,37,0,0,High School,White,Female,W. Sou. Central,NA,NA,Divorced,NA,High School,NA,NA,Pretty Happy,No Partners,Legal,Sagittarius,NA,0.7821816814876192,NA,Age 35-45,Age 34-49,0,0,NA,South,0,NA
2016,721,26,0,3,Bachelor,White,Male,W. Sou. Central,17,None,Never Married,High School,Lt High School,Strong Democrat,2,Very Happy,NA,NA,Leo,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,3,0,None,South,NA,NA
2016,722,27,1,4,Junior College,White,Male,W. Sou. Central,25,Catholic,Married,NA,High School,"Ind,near Dem",3,Very Happy,1 Partner,Not Legal,Sagittarius,NA,0.956993511490439,Gt $150000,Age 18-35,Age 18-34,4,1,Catholic,South,1,NA
2016,723,69,0,3,High School,White,Female,W. Sou. Central,20,Catholic,Never Married,High School,High School,Not Str Democrat,6,Very Happy,NA,NA,Aquarius,1,0.956993511490439,Gt $60000,Age 65+,Age 62+,3,0,Catholic,South,NA,1
2016,724,53,1,6,High School,White,Female,W. Sou. Central,NA,Protestant,Never Married,High School,Lt High School,Strong Republican,1,Not Too Happy,NA,Not Legal,Virgo,NA,1.4354902672356584,NA,Age 45-55,Age 49-62,6+,1,Protestant,South,NA,NA
2016,725,52,6,1,High School,Black,Male,W. Sou. Central,NA,Protestant,Divorced,Lt High School,Lt High School,Independent,6,Very Happy,NA,NA,Virgo,NA,1.5643633629752385,NA,Age 45-55,Age 49-62,1,4+,Protestant,South,NA,NA
2016,726,42,0,2,High School,White,Male,W. Sou. Central,17,Catholic,Divorced,NA,High School,Independent,1,Very Happy,1 Partner,Legal,Gemini,NA,0.4784967557452195,Gt $35000,Age 35-45,Age 34-49,2,0,Catholic,South,1,NA
2016,727,60,5,12,Lt High School,White,Female,W. Sou. Central,9,None,Married,Lt High School,Lt High School,Independent,NA,Very Happy,NA,Not Legal,Taurus,NA,0.956993511490439,Gt $10000,Age 55-65,Age 49-62,6+,4+,None,South,NA,NA
2016,728,60,2,8,Bachelor,White,Male,W. Sou. Central,24,None,Divorced,High School,High School,Strong Democrat,4,Pretty Happy,2 Partners,Legal,Capricorn,1,0.956993511490439,Gt $130000,Age 55-65,Age 49-62,6+,2,None,South,2,1
2016,729,59,2,4,Bachelor,Black,Female,W. Sou. Central,21,Protestant,Divorced,Bachelor,Bachelor,Strong Democrat,3,Pretty Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $75000,Age 55-65,Age 49-62,4,2,Protestant,South,NA,1
2016,730,57,1,3,High School,Other,Male,W. Sou. Central,6,None,Divorced,Lt High School,Lt High School,Strong Democrat,4,Pretty Happy,NA,NA,Leo,1,0.4784967557452195,Gt $0,Age 55-65,Age 49-62,3,1,None,South,NA,1
2016,731,30,0,2,High School,Black,Female,South Atlantic,3,Protestant,Never Married,NA,High School,Not Str Democrat,4,Not Too Happy,1 Partner,Legal,Pisces,1,1.913987022980878,Gt $0,Age 18-35,Age 18-34,2,0,Protestant,South,1,1
2016,732,37,2,3,Junior College,White,Female,South Atlantic,14,Protestant,Never Married,NA,Junior College,Independent,1,Not Too Happy,1 Partner,Legal,Pisces,1,0.7821816814876192,Gt $20000,Age 35-45,Age 34-49,3,2,Protestant,South,1,1
2016,733,40,4,4,High School,White,Female,South Atlantic,NA,Catholic,Never Married,Lt High School,Lt High School,"Ind,near Dem",7,Not Too Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,NA,Age 35-45,Age 34-49,4,4+,Catholic,South,1,NA
2016,734,33,1,8,Junior College,Black,Male,South Atlantic,4,Protestant,Married,High School,High School,Strong Democrat,4,Pretty Happy,1 Partner,Not Legal,Capricorn,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,6+,1,Protestant,South,1,NA
2016,735,51,3,13,High School,Black,Female,South Atlantic,17,Protestant,Divorced,Bachelor,Lt High School,Strong Democrat,5,Very Happy,1 Partner,Not Legal,Leo,1,0.4784967557452195,Gt $35000,Age 45-55,Age 49-62,6+,3,Protestant,South,1,1
2016,736,46,2,1,Junior College,White,Male,South Atlantic,21,Protestant,Married,High School,High School,Not Str Republican,6,Very Happy,1 Partner,Legal,Scorpio,2,1.5643633629752385,Gt $75000,Age 45-55,Age 34-49,1,2,Protestant,South,1,0
2016,737,52,0,2,Graduate,Black,Female,South Atlantic,22,Protestant,Married,High School,Junior College,Not Str Democrat,3,Very Happy,1 Partner,Not Legal,Sagittarius,1,0.956993511490439,Gt $90000,Age 45-55,Age 49-62,2,0,Protestant,South,1,1
2016,738,NA,0,3,Graduate,Black,Female,South Atlantic,20,Protestant,Widowed,Junior College,Bachelor,Strong Democrat,4,Pretty Happy,No Partners,Not Legal,NA,1,0.956993511490439,Gt $60000,NA,NA,3,0,Protestant,South,0,1
2016,739,77,3,0,High School,White,Female,South Atlantic,16,Protestant,Married,Lt High School,Lt High School,Strong Republican,6,Very Happy,NA,NA,Libra,2,1.5643633629752385,Gt $30000,Age 65+,Age 62+,0,3,Protestant,South,NA,0
2016,740,56,0,6,Bachelor,White,Female,South Atlantic,21,Protestant,Married,High School,Lt High School,Strong Republican,6,Very Happy,1 Partner,Not Legal,Taurus,2,1.5643633629752385,Gt $75000,Age 55-65,Age 49-62,6+,0,Protestant,South,1,0
